1	ого	ой	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#108.64#108.929
218	эээ	эээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#198.822#199.233
219	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#199.233#199.644
220	поскольку	поскольку	SCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#199.644#200.055
221	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#200.055#200.466
222	конкурс	конкурс	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#200.466#200.88
223	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@psg1987f-words#@psg1987f#200.89#201.225
224	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#201.225#201.56
225	давал	давать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#201.56#201.895
226	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#201.895#202.23
227	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#202.23#202.565
228	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#202.565#202.9
229	удивительно	удивительный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@psg1987f-words#@psg1987f#202.9#203.235
230	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#203.235#203.57
231	но	но	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#203.57#203.905
232	каких-то	какой-то	DET	_	Case=Gen|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#203.905#204.24
233	особенных	особенный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#204.24#204.575
234	сил	сила	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#204.575#204.92
235	ммм	мм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#206.105#206.391
236	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#206.391#206.677
237	для	для	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#206.677#206.963
238	того	то	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#206.963#207.249
239	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#207.249#207.535
240	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@psg1987f-words#@psg1987f#207.535#207.821
241	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#207.821#208.107
242	делала	делать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#208.107#208.4
243	не	не	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#208.4#208.736
244	просто	просто	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#208.736#209.072
245	хорошо	хорошо	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#209.072#209.408
246	выступала	выступать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#209.408#209.744
247	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#209.744#210.08
248	а	а	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#210.08#210.416
249	выступала	выступать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#210.416#210.752
250	вот	вот	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#210.752#211.09
251	выше	высоко	ADV	_	Degree=Cmp	_	_	_	@psg1987f-words#@psg1987f#212.05#212.406
252	своей	свой	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#212.406#212.762
253	головы	голова	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#212.762#213.12
254	вот	вот	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#213.8#213.97
255	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@psg1987f-words#@psg1987f#214.076#214.315
256	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#214.315#214.554
257	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#214.554#214.793
258	вот	вот	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#214.793#215.032
259	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#215.032#215.271
260	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#215.271#215.51
261	просто	просто	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#215.51#215.75
262	щас	щы	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#216.404#216.786
263	как	как	SCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#216.786#217.168
264	выступлю	выступить	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#217.168#217.551
265	очень	очень	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#220.248#220.6
266	легко	легко	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#220.6#220.953
267	да	да	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#221.039#221.166
268	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@psg1987f-words#@psg1987f#222.691#223.018
269	писали	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#223.018#223.345
270	на	на	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#223.345#223.672
271	протяжении	протяжение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#223.672#223.999
272	трех	три	NUM	_	Case=Gen	_	_	_	@psg1987f-words#@psg1987f#223.999#224.326
273	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#224.326#224.654
274	с	с	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#225.045#225.48
275	эээ	эээ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#225.48#225.915
276	Евровидения	Евровидение	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#225.915#226.352
277	сначала	сначала	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#227.11#227.436
278	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#227.436#227.762
279	подумала	подумать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#227.762#228.09
280	ну	ну	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#228.147#228.473
281	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#228.473#228.799
282	как	как	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#228.799#229.125
283	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#229.125#229.451
284	приходит	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#229.451#229.777
285	письмо	письмо	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#229.777#230.103
286	на	на	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#230.103#230.429
287	китайском	китайский	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#230.429#230.755
288	языке	язык	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#230.755#231.081
289	и	и	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#232.372#232.747
290	там	там	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#232.747#233.122
291	только	только	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#233.122#233.497
292	первая	первый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#233.497#233.872
293	пометка	пометка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#233.872#234.25
294	Десингер	Десингер	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#234.606#234.835
295	ну	ну	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#235.786#236.042
296	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#236.042#236.298
297	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@psg1987f-words#@psg1987f#236.298#236.554
298	пробили	пробить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#236.554#236.812
299	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@psg1987f-words#@psg1987f#236.828#237.069
300	поняли	понять	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#237.069#237.31
301	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#237.31#237.551
302	что	что	PRON	_	Case=Nom	_	_	_	@psg1987f-words#@psg1987f#237.551#237.792
303	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#237.792#238.033
304	есть	есть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#238.033#238.278
305	но	но	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#238.552#238.897
306	поскоку	поскоку	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#238.897#239.242
307	тогда	тогда	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#239.242#239.587
308	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#239.587#239.932
309	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#239.932#240.277
310	просто	просто	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#240.277#240.622
311	застрелиться	застрелить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@psg1987f-words#@psg1987f#240.622#240.967
312	после	после	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#240.967#241.312
313	Евровидения	Евровидение	PROPN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#241.312#241.657
314	и	и	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#241.657#242.002
315	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#242.002#242.356
316	э	эра	INTJ	_	_	_	_	_	@psg1987f-words#@psg1987f#242.76#242.967
317	на	на	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#242.967#243.174
318	следующий	следующий	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#243.174#243.381
319	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#243.381#243.588
320	же	же	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#243.588#243.795
321	уехала	уехать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#243.795#244.002
322	в	в	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#244.002#244.209
323	Иваново	Иваново	PROPN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#244.209#244.416
324	извините	извинить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#245.324#245.487
325	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#245.487#245.65
326	у	у	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#245.65#245.813
327	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#245.813#245.976
328	елки	елка	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#245.976#246.14
329	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@psg1987f-words#@psg1987f#247.75#248.229
330	толком	толком	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#248.229#248.708
331	не	не	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#248.708#249.187
332	отреагировали	реагировать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#249.187#249.666
333	нааа	наа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#249.666#250.145
334	это	этот	DET	_	Case=Acc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#250.145#250.624
335	сообщение	сообщение	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#250.624#251.104
336	потом	потом	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#251.208#251.651
337	второй	второй	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#251.651#252.094
338	год	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#252.094#252.539
339	что	что	PRON	_	Case=Nom	_	_	_	@psg1987f-words#@psg1987f#252.589#252.813
340	там	там	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#252.813#253.037
341	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#253.037#253.261
342	второй	второй	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#253.261#253.485
343	год	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#253.485#253.709
344	?	?	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#253.709#253.938
345	что-то	что-то	PRON	_	Case=Nom	_	_	_	@psg1987f-words#@psg1987f#254.411#254.68
346	еще	еще	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#254.68#254.949
347	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#254.949#255.22
348	а	а	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#255.327#255.474
349	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#255.538#255.813
350	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#255.813#256.088
351	беременна	беременть	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@psg1987f-words#@psg1987f#256.088#256.364
352	точно	точно	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#256.607#257.09
353	и	и	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#257.523#257.92
354	вот	вот	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#257.92#258.317
355	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@psg1987f-words#@psg1987f#258.317#258.714
356	2019	2019	NUM	_	_	_	_	_	@psg1987f-words#@psg1987f#258.714#259.111
357	год	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#259.111#259.509
358	и	и	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#260.8#261.187
359	причем	причем	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#261.187#261.574
360	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@psg1987f-words#@psg1987f#261.574#261.961
361	э	эра	INTJ	_	_	_	_	_	@psg1987f-words#@psg1987f#261.961#262.348
362	сели	сесть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@psg1987f-words#@psg1987f#262.348#262.735
363	с	с	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#262.972#263.418
364	директором	директор	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#263.418#263.865
365	за	за	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#264.023#264.354
366	стол	стол	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#264.354#264.685
367	переговоров	переговоры	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@psg1987f-words#@psg1987f#264.685#265.018
368	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#265.12#265.34
369	грю	грь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#265.34#265.56
370	а	а	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#265.842#266.185
371	если	если	SCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#266.185#266.528
372	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@psg1987f-words#@psg1987f#266.528#266.871
373	подтвердят	подтвердить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#266.871#267.214
374	щас	щас	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#267.214#267.557
375	всё	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#267.557#267.9
376	?	?	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#267.9#268.245
377	ну	ну	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#268.403#268.592
378	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#268.592#268.781
379	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#268.781#268.97
380	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#268.97#269.159
381	если	если	SCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#269.159#269.348
382	оно	оно	PRON	_	Case=Nom|Gender=Neut|Number=Sing|Person=3	_	_	_	@psg1987f-words#@psg1987f#269.348#269.537
383	случится	случиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@psg1987f-words#@psg1987f#269.537#269.726
384	?	?	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#269.726#269.915
385	это	этот	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#270.841#271.133
386	шоу	шоу	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#271.133#271.425
387	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#271.968#272.228
388	не	не	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#272.228#272.488
389	выдержу	выдержать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#272.488#272.75
390	ну	ну	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#272.786#272.986
391	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#272.986#273.186
392	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#273.186#273.386
393	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#273.386#273.586
394	у	у	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#273.586#273.786
395	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#273.786#273.986
396	пошла	пойти	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#273.986#274.186
397	обратная	обратный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#274.186#274.386
398	реакция	реакция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#274.386#274.586
399	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#274.586#274.786
400	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#274.786#274.986
401	испугалась	испугаться	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@psg1987f-words#@psg1987f#274.986#275.189
402	потому	потому	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#275.515#275.764
403	что	что	SCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#275.764#276.013
404	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#276.013#276.262
405	у	у	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#276.262#276.511
406	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#276.511#276.76
407	же	же	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#276.76#277.009
408	шоу	шоу	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#277.009#277.259
409	Обезаружена	Обезаружен	VERB	_	Aspect=Perf|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@psg1987f-words#@psg1987f#278.261#278.456
410	вот	вот	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#278.846#279.041
411	которое	который	PRON	_	Case=Nom	_	_	_	@psg1987f-words#@psg1987f#279.236#279.431
412	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#279.431#279.626
413	в	в	ADP	_	_	_	_	_	@psg1987f-words#@psg1987f#279.626#279.821
414	Мегаспорте	Мегаспорт	PROPN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#279.821#280.021
415	и	и	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#280.164#280.492
416	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#280.492#280.82
417	поняла	понять	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#280.82#281.148
418	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#281.148#281.476
419	что	что	SCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#281.476#281.805
420	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#282.461#282.676
421	же	же	PART	_	_	_	_	_	@psg1987f-words#@psg1987f#282.676#282.891
422	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#282.891#283.106
423	кем	кто	PRON	_	Case=Ins	_	_	_	@psg1987f-words#@psg1987f#283.106#283.321
424	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@psg1987f-words#@psg1987f#283.321#283.536
425	должна	должен	ADJ	_	Degree=Pos|Gender=Fem|Number=Sing|Variant=Short	_	_	_	@psg1987f-words#@psg1987f#283.536#283.751
426	стать	стать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@psg1987f-words#@psg1987f#283.751#283.966
427	/	/	PUNCT	_	_	_	_	_	@psg1987f-words#@psg1987f#283.966#284.181
428	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@psg1987f-words#@psg1987f#284.181#284.396
429	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#284.396#284.611
430	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@psg1987f-words#@psg1987f#284.611#284.826
431	все	все	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@psg1987f-words#@psg1987f#284.826#285.041
432	выдержать	выдержать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@psg1987f-words#@psg1987f#285.041#285.259
433	но	но	CCONJ	_	_	_	_	_	@psg1987f-words#@psg1987f#285.629#285.932
